"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","testGetOrder","Restful ECommerce Test Suite","Tue May 26 07:07:10 UTC 2026","passed","Tue May 26 07:07:10 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for creating new booking - Post request","2688","createBookingTest","Restful Booker Test Suite","Tue May 26 07:07:05 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking - Put request","155","updateBookingTest","Restful Booker Test Suite","Tue May 26 07:07:08 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema after updating a booking - Put request","72","testUpdateBookingJsonSchema","Restful Booker Test Suite","Tue May 26 07:07:08 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"","43","testUpdateOrder","Restful ECommerce Test Suite","Tue May 26 07:07:10 UTC 2026","passed","Tue May 26 07:07:10 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"","70","testCreateToken","Restful ECommerce Test Suite","Tue May 26 07:07:10 UTC 2026","passed","Tue May 26 07:07:10 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"","22","testDeleteAllOrders","Restful ECommerce Test Suite","Tue May 26 07:07:10 UTC 2026","passed","Tue May 26 07:07:10 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for checking json schema after updating a booking partially - Patch request","45","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Tue May 26 07:07:08 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example test for deleting a booking - Delete request","33","deleteBookingTest","Restful Booker Test Suite","Tue May 26 07:07:08 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking json schema after getting a booking - get request","110","testGetBookingJsonSchema","Restful Booker Test Suite","Tue May 26 07:07:08 UTC 2026","passed","Tue May 26 07:07:08 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
