"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 19:19:53 GMT 2023","Mon Jan 02 19:19:54 GMT 2023","430","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Jan 02 19:19:57 GMT 2023","Mon Jan 02 19:19:58 GMT 2023","206","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema","testCreateJsonSchema","Example test for checking json schema for token authentication - Post request"
"passed","Mon Jan 02 19:19:49 GMT 2023","Mon Jan 02 19:19:54 GMT 2023","4314","ReqRes Test Suite","Get Request Tests","in.reqres.TestGetRequests","in.reqres.TestGetRequests","getRequestTest","getRequestTest","Example Test for executing GET request using rest assured"
"passed","Mon Jan 02 19:19:57 GMT 2023","Mon Jan 02 19:19:57 GMT 2023","587","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest","updatePartialBookingTest","Example test for updating a booking partially- Patch request"
"passed","Mon Jan 02 19:19:59 GMT 2023","Mon Jan 02 19:20:00 GMT 2023","745","File upload Example Test Suite","Upload file example","fileupload.MultiPartFileUploadTest","fileupload.MultiPartFileUploadTest","testFileUpload","testFileUpload","Example Test for uploading file using rest assured"
"passed","Mon Jan 02 19:19:49 GMT 2023","Mon Jan 02 19:19:53 GMT 2023","3879","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Jan 02 19:19:50 GMT 2023","Mon Jan 02 19:19:53 GMT 2023","2876","ReqRes Test Suite","Test Response Headers","in.reqres.TestResponseHeaders","in.reqres.TestResponseHeaders","responseHeadersTest","responseHeadersTest","Example Test for verifying the response headers using rest assured"
"passed","Mon Jan 02 19:19:54 GMT 2023","Mon Jan 02 19:19:54 GMT 2023","418","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Jan 02 19:19:59 GMT 2023","Mon Jan 02 19:19:59 GMT 2023","297","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement","testMultipleAssertStatement","Example Test for multiple assertions in single statement using Hamcrest"
"passed","Mon Jan 02 19:19:56 GMT 2023","Mon Jan 02 19:19:56 GMT 2023","432","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest","getBookingTest","Example test for retrieving a booking - Get request"
