"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for updating a booking - Put request","85","updateBookingTest","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","14","checkBookingIsDeleted","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","13","testDeleteAllOrders","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for checking json schema for new booking - Post request","2868","testCreateBookingJsonSchema","Restful Booker Test Suite","Sat Jul 12 01:34:57 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking json schema after getting a booking - get request","64","testGetBookingJsonSchema","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"","32","updatePartialOrderTest","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"","32","testGetAllOrders","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"","144","testUploadImage","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example test for fetching token value - Post request","57","testTokenGeneration","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","74","testCreateOrder","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for retrieving a booking - Get request","100","getBookingTest","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for creating new booking - Post request","2974","createBookingTest","Restful Booker Test Suite","Sat Jul 12 01:34:57 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Printing numbers to words using SOAP API","1333","testNumberToWordsAPI","SOAP API Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking json schema for token authentication - Post request","22","testCreateJsonSchema","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"","50","testCreateToken","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"","14","testGetDeletedOrder","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"","34","testUpdateOrder","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for checking json schema after updating a booking - Put request","44","testUpdateBookingJsonSchema","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for deleting a booking - Delete request","16","deleteBookingTest","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","101","testDeleteOrder","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"","95","testCreateToken","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for updating a booking partially- Patch request","44","updatePartialBookingTest","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","41","testGetOrder","Restful ECommerce Test Suite","Sat Jul 12 01:35:02 GMT 2025","passed","Sat Jul 12 01:35:02 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for checking json schema after updating a booking partially - Patch request","33","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Sat Jul 12 01:35:00 GMT 2025","passed","Sat Jul 12 01:35:00 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
