"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for creating new booking - Post request","3303","createBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:41 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking partially- Patch request","182","updatePartialBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","34","testGetAllOrders","Restful ECommerce Test Suite","Thu Dec 18 19:34:47 UTC 2025","passed","Thu Dec 18 19:34:47 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"","43","testUpdateOrder","Restful ECommerce Test Suite","Thu Dec 18 19:34:47 UTC 2025","passed","Thu Dec 18 19:34:47 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"","24","testDeleteOrder","Restful ECommerce Test Suite","Thu Dec 18 19:34:47 UTC 2025","passed","Thu Dec 18 19:34:47 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"","141","testCreateToken","Restful ECommerce Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:46 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for checking json schema after getting a booking - get request","236","testGetBookingJsonSchema","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for creating new booking - Post request","3334","createBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:41 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Printing numbers to words using SOAP API","429","testNumberToWordsAPI","SOAP API Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:46 UTC 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for retrieving a booking - Get request","324","getBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking json schema for token authentication - Post request","174","testCreateJsonSchema","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for deleting a booking - Delete request","136","deleteBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:46 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","46","testGetOrder","Restful ECommerce Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:47 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for updating a booking - Put request","254","updateBookingTest","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","127","checkBookingIsDeleted","Restful Booker Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:46 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","72","testCreateOrder","Restful ECommerce Test Suite","Thu Dec 18 19:34:46 UTC 2025","passed","Thu Dec 18 19:34:46 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for fetching token value - Post request","167","testTokenGeneration","Restful Booker Test Suite","Thu Dec 18 19:34:45 UTC 2025","passed","Thu Dec 18 19:34:45 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","78","testCreateToken","Restful ECommerce Test Suite","Thu Dec 18 19:34:47 UTC 2025","passed","Thu Dec 18 19:34:47 UTC 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
