"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 27 18:48:56 GMT 2023","Mon Feb 27 18:49:00 GMT 2023","3741","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Feb 27 18:49:00 GMT 2023","Mon Feb 27 18:49:00 GMT 2023","220","ReqRes Test Suite","Get Request Tests","in.reqres.TestGetRequests","in.reqres.TestGetRequests","getRequestTestWithQueryParam","getRequestTestWithQueryParam","Example Test for executing GET request using rest assured with query params"
"passed","Mon Feb 27 18:49:02 GMT 2023","Mon Feb 27 18:49:02 GMT 2023","321","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest","updatePartialBookingTest","Example test for updating a booking partially- Patch request"
"passed","Mon Feb 27 18:49:00 GMT 2023","Mon Feb 27 18:49:00 GMT 2023","380","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Feb 27 18:49:02 GMT 2023","Mon Feb 27 18:49:02 GMT 2023","163","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest","getBookingTest","Example test for retrieving a booking - Get request"
"passed","Mon Feb 27 18:49:02 GMT 2023","Mon Feb 27 18:49:02 GMT 2023","106","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema","testGetBookingJsonSchema","Example test for checking json schema after getting a booking - get request"
"passed","Mon Feb 27 18:49:03 GMT 2023","Mon Feb 27 18:49:03 GMT 2023","107","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema","testUpdatePartialBookingJsonSchema","Example test for checking json schema after updating a booking partially - Patch request"
"passed","Mon Feb 27 18:48:57 GMT 2023","Mon Feb 27 18:49:00 GMT 2023","2916","ReqRes Test Suite","Get Tests with Rest Assured Config","in.reqres.TestGetRequestWithRestAssuredSpecs","in.reqres.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","Example Test for executing GET request using rest assured specification"
"passed","Mon Feb 27 18:49:03 GMT 2023","Mon Feb 27 18:49:03 GMT 2023","62","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted","checkBookingIsDeleted","Example test for checking if booking is deleted by retrieving a deleted booking - Get request"
"passed","Mon Feb 27 18:49:03 GMT 2023","Mon Feb 27 18:49:03 GMT 2023","305","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testNotAssertions","testNotAssertions","Example Test for performing Not assertions using Hamcrest"
