"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking json schema for new booking - Post request","2612","testCreateBookingJsonSchema","Restful Booker Test Suite","Tue Feb 24 01:20:23 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","352","checkBookingIsDeleted","Restful Booker Test Suite","Tue Feb 24 01:20:28 UTC 2026","passed","Tue Feb 24 01:20:28 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","37","updatePartialOrderTest","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"","124","testCreateToken","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for fetching token value - Post request","403","testTokenGeneration","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema after updating a booking partially - Patch request","366","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Printing numbers to words using SOAP API","603","testNumberToWordsAPI","SOAP API Test Suite","Tue Feb 24 01:20:28 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"","33","testGetAllOrders","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example test for retrieving a booking - Get request","476","getBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","19","testDeleteAllOrders","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for retrieving a booking - Get request","471","getBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","23","testDeleteOrder","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example test for checking json schema after getting a booking - get request","431","testGetBookingJsonSchema","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"","67","testCreateToken","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","360","checkBookingIsDeleted","Restful Booker Test Suite","Tue Feb 24 01:20:28 UTC 2026","passed","Tue Feb 24 01:20:28 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","70","testCreateOrder","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for updating a booking partially- Patch request","437","updatePartialBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for token authentication - Post request","362","testCreateJsonSchema","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking json schema after updating a booking - Put request","397","testUpdateBookingJsonSchema","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for updating a booking partially- Patch request","392","updatePartialBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","43","testUpdateOrder","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"","47","testGetOrder","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"","158","testUploadImage","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example test for creating new booking - Post request","2775","createBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:23 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for deleting a booking - Delete request","348","deleteBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:28 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for deleting a booking - Delete request","377","deleteBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:28 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","18","testGetDeletedOrder","Restful ECommerce Test Suite","Tue Feb 24 01:20:29 UTC 2026","passed","Tue Feb 24 01:20:29 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for updating a booking - Put request","441","updateBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for creating new booking - Post request","2769","createBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:23 UTC 2026","passed","Tue Feb 24 01:20:26 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for fetching token value - Post request","378","testTokenGeneration","Restful Booker Test Suite","Tue Feb 24 01:20:26 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking - Put request","454","updateBookingTest","Restful Booker Test Suite","Tue Feb 24 01:20:27 UTC 2026","passed","Tue Feb 24 01:20:27 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
