"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example Test for performing Not null assertions using Hamcrest","583","testNotNullAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testNotNullAssertions"
"Example test for fetching token value - Post request","125","testTokenGeneration","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking partially- Patch request","117","updatePartialBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for deleting a booking - Delete request","53","deleteBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for retrieving a booking - Get request","190","getBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example Test for executing GET request using rest assured specification","74","getRequestTestWithRestAssuredConfig","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestGetRequestWithRestAssuredSpecs","Get Tests with Rest Assured Config","restful.ecommerce.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig"
"Example Test for executing DELETE request using rest assured","36","deleteRequestTests","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteRequestTests"
"Example Test for executing PUT request using rest assured","98","putRequestsTests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPutRequests","Put Request Tests","restful.ecommerce.TestPutRequests","putRequestsTests"
"","48","testUpdateOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example Test for printing token by getting token after executing the post authentication request","2673","testAuthToken","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestAuthentication","Authentication Tests","restful.ecommerce.TestAuthentication","testAuthToken"
"Example Test for executing GET request using rest assured","426","getRequestTest","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestGetRequests","Get Request Tests","restful.ecommerce.TestGetRequests","getRequestTest"
"Example test for updating a booking - Put request","212","updateBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example Test for performing has key assertions using Hamcrest","587","testHasKeyAssertion","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testHasKeyAssertion"
"Example test for creating new booking - Post request","500","createBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Printing numbers to words using SOAP API","238","testNumberToWordsAPI","SOAP API Test Suite","2026-07-27","passed","2026-07-27","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example Test for performing Greater than assertions using Hamcrest","650","testGreaterThanAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testGreaterThanAssertions"
"","38","testCreateUser","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostWithRecords","Post Request tests","restful.ecommerce.TestPostWithRecords","testCreateUser"
"Example Test for performing Less than assertions using Hamcrest","608","testLessThanAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testLessThanAssertions"
"Example Test for performing Not assertions using Hamcrest","586","testNotAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testNotAssertions"
"","53","updatePartialOrderTest","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"","128","testCreateOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"","56","testCreateToken","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for checking json schema for new booking - Post request","809","testCreateBookingJsonSchema","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","75","checkBookingIsDeleted","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example Test for performing authentication using rest assured","2646","testAuthenticationToken","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestAuthentication","Authentication Tests","restful.ecommerce.TestAuthentication","testAuthenticationToken"
"Example test for checking json schema for token authentication - Post request","79","testCreateJsonSchema","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example Test for extracting the response data using jsonpath","84","testResponseWithJsonPath","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestResponseBodyWithJsonPath","JsonPath usage tests","restful.ecommerce.TestResponseBodyWithJsonPath","testResponseWithJsonPath"
"Example test for creating new booking - Post request","499","createBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example of using Builder Pattern to pass test data in tests","367","postTestUsingBuilderPattern","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.PostRequestBuilderExampleTest","Post Request tests","restful.ecommerce.PostRequestBuilderExampleTest","postTestUsingBuilderPattern"
"Example Test for performing String related assertions using Hamcrest","674","testStringAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testStringAssertions"
"Example Test for executing POST request using rest assured","42","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example test for retrieving a booking - Get request","201","getBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","66","testGetOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"","36","testDeleteOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example Test for executing POST request using rest assured","62","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example test for checking json schema after getting a booking - get request","100","testGetBookingJsonSchema","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"","27","testGetDeletedOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for updating a booking partially- Patch request","103","updatePartialBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Testing Delete All order EndPoint","37","deleteAllOrderTests","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteAllOrderTests"
"Example test for checking json schema after updating a booking - Put request","123","testUpdateBookingJsonSchema","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for deleting a booking - Delete request","69","deleteBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","69","checkBookingIsDeleted","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example Test for executing PUT request using rest assured","74","putRequestsTests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPutRequests","Put Request Tests","restful.ecommerce.TestPutRequests","putRequestsTests"
"Example test for checking json schema after updating a booking partially - Patch request","109","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example Test for multiple assertions in single statement using Hamcrest","619","testMultipleAssertStatement","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement"
"Example Test for executing GET request using rest assured with query params","109","getRequestTestWithQueryParam","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestGetRequests","Get Request Tests","restful.ecommerce.TestGetRequests","getRequestTestWithQueryParam"
"Example Test for executing GET request using awaitility","5056","testDelayedPostAPI","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestDelayedAPIWithAwaitility","Awaitility Example tests","restful.ecommerce.TestDelayedAPIWithAwaitility","testDelayedPostAPI"
"Example Test for performing number related assertions using Hamcrest","671","testNumberAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testNumberAssertions"
"","47","testGetAllOrders","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example Test for executing POST request using rest assured","37","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example test for updating a booking - Put request","205","updateBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example Test for executing POST request using rest assured","38","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example Test for executing PATCH request using rest assured ","63","patchRequestTests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPatchRequests","Patch Request tests","restful.ecommerce.TestPatchRequests","patchRequestTests"
"","26","testDeleteAllOrders","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"","180","testUploadImage","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example Test for verifying the response headers using rest assured","91","responseHeadersTest","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestResponseHeaders","Test Response Headers","restful.ecommerce.TestResponseHeaders","responseHeadersTest"
"","157","testCreateToken","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for fetching token value - Post request","123","testTokenGeneration","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
