"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","testCreateToken","Restful ECommerce Test Suite","Mon Jul 14 18:14:36 GMT 2025","passed","Mon Jul 14 18:14:36 GMT 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"","25","testGetDeletedOrder","Restful ECommerce Test Suite","Mon Jul 14 18:14:36 GMT 2025","passed","Mon Jul 14 18:14:36 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for checking json schema after getting a booking - get request","68","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for checking json schema for token authentication - Post request","37","testCreateJsonSchema","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for deleting a booking - Delete request","21","deleteBookingTest","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for fetching token value - Post request","66","testTokenGeneration","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for retrieving a booking - Get request","149","getBookingTest","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","15","testDeleteAllOrders","Restful ECommerce Test Suite","Mon Jul 14 18:14:36 GMT 2025","passed","Mon Jul 14 18:14:36 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","17","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for retrieving a booking - Get request","132","getBookingTest","Restful Booker Test Suite","Mon Jul 14 18:14:34 GMT 2025","passed","Mon Jul 14 18:14:34 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
