"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking json schema for token authentication - Post request","174","testCreateJsonSchema","Restful Booker Test Suite","Sat Jan 31 08:21:50 UTC 2026","passed","Sat Jan 31 08:21:50 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking json schema for new booking - Post request","2493","testCreateBookingJsonSchema","Restful Booker Test Suite","Sat Jan 31 08:21:46 UTC 2026","passed","Sat Jan 31 08:21:49 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking json schema after getting a booking - get request","299","testGetBookingJsonSchema","Restful Booker Test Suite","Sat Jan 31 08:21:49 UTC 2026","passed","Sat Jan 31 08:21:49 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","150","checkBookingIsDeleted","Restful Booker Test Suite","Sat Jan 31 08:21:50 UTC 2026","passed","Sat Jan 31 08:21:50 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for creating new booking - Post request","2648","createBookingTest","Restful Booker Test Suite","Sat Jan 31 08:21:46 UTC 2026","passed","Sat Jan 31 08:21:49 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking - Put request","356","updateBookingTest","Restful Booker Test Suite","Sat Jan 31 08:21:49 UTC 2026","passed","Sat Jan 31 08:21:50 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for deleting a booking - Delete request","178","deleteBookingTest","Restful Booker Test Suite","Sat Jan 31 08:21:50 UTC 2026","passed","Sat Jan 31 08:21:50 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for retrieving a booking - Get request","319","getBookingTest","Restful Booker Test Suite","Sat Jan 31 08:21:49 UTC 2026","passed","Sat Jan 31 08:21:49 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","205","checkBookingIsDeleted","Restful Booker Test Suite","Sat Jan 31 08:21:50 UTC 2026","passed","Sat Jan 31 08:21:50 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","44","testGetOrder","Restful ECommerce Test Suite","Sat Jan 31 08:21:51 UTC 2026","passed","Sat Jan 31 08:21:51 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
