"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for retrieving a booking - Get request","101","getBookingTest","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Printing numbers to words using SOAP API","705","testNumberToWordsAPI","SOAP API Test Suite","Mon Jun 16 15:57:03 GMT 2025","passed","Mon Jun 16 15:57:03 GMT 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for creating new booking - Post request","2925","createBookingTest","Restful Booker Test Suite","Mon Jun 16 15:56:59 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for deleting a booking - Delete request","16","deleteBookingTest","Restful Booker Test Suite","Mon Jun 16 15:57:03 GMT 2025","failed","Mon Jun 16 15:57:03 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","15","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jun 16 15:57:03 GMT 2025","failed","Mon Jun 16 15:57:03 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for updating a booking partially- Patch request","28","updatePartialBookingTest","Restful Booker Test Suite","Mon Jun 16 15:57:03 GMT 2025","failed","Mon Jun 16 15:57:03 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for new booking - Post request","2799","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 15:56:59 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking json schema after updating a booking - Put request","33","testUpdateBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for checking json schema after updating a booking partially - Patch request","39","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example test for fetching token value - Post request","39","testTokenGeneration","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","failed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema for token authentication - Post request","49","testCreateJsonSchema","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","failed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for updating a booking - Put request","35","updateBookingTest","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","failed","Mon Jun 16 15:57:03 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema after getting a booking - get request","54","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 15:57:02 GMT 2025","passed","Mon Jun 16 15:57:02 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
