"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 19:34:15 GMT 2022","Mon Dec 12 19:34:15 GMT 2022","137","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest","getBookingTest","Example test for retrieving a booking - Get request"
"passed","Mon Dec 12 19:34:17 GMT 2022","Mon Dec 12 19:34:17 GMT 2022","71","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema","testGetBookingJsonSchema","Example test for checking json schema after getting a booking - get request"
"passed","Mon Dec 12 19:34:12 GMT 2022","Mon Dec 12 19:34:12 GMT 2022","330","ReqRes Test Suite","Post Request tests","io.github.mfaisalkhatri.TestPostRequests","io.github.mfaisalkhatri.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Dec 12 19:34:16 GMT 2022","Mon Dec 12 19:34:16 GMT 2022","252","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest","updatePartialBookingTest","Example test for updating a booking partially- Patch request"
"passed","Mon Dec 12 19:34:17 GMT 2022","Mon Dec 12 19:34:17 GMT 2022","89","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema","testUpdateBookingJsonSchema","Example test for checking json schema after updating a booking - Put request"
"passed","Mon Dec 12 19:34:12 GMT 2022","Mon Dec 12 19:34:13 GMT 2022","332","ReqRes Test Suite","Post Request tests","io.github.mfaisalkhatri.TestPostRequests","io.github.mfaisalkhatri.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Dec 12 19:34:15 GMT 2022","Mon Dec 12 19:34:15 GMT 2022","260","ReqRes Test Suite","Delete Requests tests ","io.github.mfaisalkhatri.TestDeleteRequests","io.github.mfaisalkhatri.TestDeleteRequests","deleteRequestTests","deleteRequestTests","Example Test for executing DELETE request using rest assured"
"passed","Mon Dec 12 19:34:11 GMT 2022","Mon Dec 12 19:34:11 GMT 2022","294","ReqRes Test Suite","Get Request Tests","io.github.mfaisalkhatri.TestGetRequests","io.github.mfaisalkhatri.TestGetRequests","getRequestTest","getRequestTest","Example Test for executing GET request using rest assured"
"passed","Mon Dec 12 19:34:17 GMT 2022","Mon Dec 12 19:34:17 GMT 2022","58","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema","testCreateJsonSchema","Example test for checking json schema for token authentication - Post request"
"passed","Mon Dec 12 19:34:13 GMT 2022","Mon Dec 12 19:34:14 GMT 2022","303","ReqRes Test Suite","Put Request Tests","io.github.mfaisalkhatri.TestPutRequests","io.github.mfaisalkhatri.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Dec 12 19:34:11 GMT 2022","Mon Dec 12 19:34:11 GMT 2022","298","ReqRes Test Suite","Get Request Tests","io.github.mfaisalkhatri.TestGetRequests","io.github.mfaisalkhatri.TestGetRequests","getRequestTestWithQueryParam","getRequestTestWithQueryParam","Example Test for executing GET request using rest assured with query params"
"passed","Mon Dec 12 19:34:16 GMT 2022","Mon Dec 12 19:34:16 GMT 2022","56","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted","checkBookingIsDeleted","Example test for checking if booking is deleted by retrieving a deleted booking - Get request"
"passed","Mon Dec 12 19:34:16 GMT 2022","Mon Dec 12 19:34:17 GMT 2022","636","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema","testCreateBookingJsonSchema","Example test for checking json schema for new booking - Post request"
"passed","Mon Dec 12 19:34:17 GMT 2022","Mon Dec 12 19:34:18 GMT 2022","382","SOAP API Test Suite","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","soapapitests.NumberToWordsTest","testNumberToWordsAPI","testNumberToWordsAPI","Printing numbers to words using SOAP API"
"passed","Mon Dec 12 19:34:13 GMT 2022","Mon Dec 12 19:34:13 GMT 2022","276","ReqRes Test Suite","Post Request tests","io.github.mfaisalkhatri.TestPostRequests","io.github.mfaisalkhatri.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Dec 12 19:34:16 GMT 2022","Mon Dec 12 19:34:16 GMT 2022","178","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest","deleteBookingTest","Example test for deleting a booking - Delete request"
"passed","Mon Dec 12 19:34:17 GMT 2022","Mon Dec 12 19:34:17 GMT 2022","76","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema","testUpdatePartialBookingJsonSchema","Example test for checking json schema after updating a booking partially - Patch request"
"passed","Mon Dec 12 19:34:14 GMT 2022","Mon Dec 12 19:34:15 GMT 2022","271","ReqRes Test Suite","Patch Request tests","io.github.mfaisalkhatri.TestPatchRequests","io.github.mfaisalkhatri.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
"passed","Mon Dec 12 19:34:15 GMT 2022","Mon Dec 12 19:34:15 GMT 2022","260","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest","createBookingTest","Example test for creating new booking - Post request"
"passed","Mon Dec 12 19:34:13 GMT 2022","Mon Dec 12 19:34:13 GMT 2022","459","ReqRes Test Suite","Post Request tests","io.github.mfaisalkhatri.PostRequestBuilderExample","io.github.mfaisalkhatri.PostRequestBuilderExample","postTestUsingBuilderPattern","postTestUsingBuilderPattern","Example of using Builder Pattern to pass test data in tests"
"passed","Mon Dec 12 19:34:12 GMT 2022","Mon Dec 12 19:34:12 GMT 2022","138","ReqRes Test Suite","Get Tests with Rest Assured Config","io.github.mfaisalkhatri.TestGetRequestWithRestAssuredConfig","io.github.mfaisalkhatri.TestGetRequestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","Example Test for executing GET request using rest assured configuration"
"passed","Mon Dec 12 19:34:14 GMT 2022","Mon Dec 12 19:34:14 GMT 2022","299","ReqRes Test Suite","Put Request Tests","io.github.mfaisalkhatri.TestPutRequests","io.github.mfaisalkhatri.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Dec 12 19:34:07 GMT 2022","Mon Dec 12 19:34:10 GMT 2022","3206","ReqRes Test Suite","Authentication Tests","io.github.mfaisalkhatri.TestAuthentication","io.github.mfaisalkhatri.TestAuthentication","testAuthenticationToken","testAuthenticationToken","Example Test for performing authentication using rest assured"
"passed","Mon Dec 12 19:34:12 GMT 2022","Mon Dec 12 19:34:12 GMT 2022","351","ReqRes Test Suite","Post Request tests","io.github.mfaisalkhatri.TestPostRequests","io.github.mfaisalkhatri.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Dec 12 19:34:11 GMT 2022","Mon Dec 12 19:34:11 GMT 2022","310","ReqRes Test Suite","Authentication Tests","io.github.mfaisalkhatri.TestAuthentication","io.github.mfaisalkhatri.TestAuthentication","testAuthToken","testAuthToken","Example Test for printing token by getting token after executing the post authentication request"
"passed","Mon Dec 12 19:34:14 GMT 2022","Mon Dec 12 19:34:14 GMT 2022","305","ReqRes Test Suite","Patch Request tests","io.github.mfaisalkhatri.TestPatchRequests","io.github.mfaisalkhatri.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
