"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 29 16:43:47 GMT 2023","Thu Jun 29 16:43:52 GMT 2023","4720","ReqRes Test Suite","Authentication Tests","in.reqres.TestAuthentication","in.reqres.TestAuthentication","testAuthenticationToken","testAuthenticationToken","Example Test for performing authentication using rest assured"
"passed","Thu Jun 29 16:43:47 GMT 2023","Thu Jun 29 16:43:52 GMT 2023","4723","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Thu Jun 29 16:43:56 GMT 2023","Thu Jun 29 16:43:56 GMT 2023","347","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testStringAssertions","testStringAssertions","Example Test for performing String related assertions using Hamcrest"
"passed","Thu Jun 29 16:43:47 GMT 2023","Thu Jun 29 16:43:51 GMT 2023","3727","ReqRes Test Suite","Delete Requests tests ","in.reqres.TestDeleteRequests","in.reqres.TestDeleteRequests","deleteRequestTests","deleteRequestTests","Example Test for executing DELETE request using rest assured"
"passed","Thu Jun 29 16:43:52 GMT 2023","Thu Jun 29 16:43:52 GMT 2023","456","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Thu Jun 29 16:43:54 GMT 2023","Thu Jun 29 16:43:55 GMT 2023","989","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema","testCreateBookingJsonSchema","Example test for checking json schema for new booking - Post request"
"passed","Thu Jun 29 16:43:54 GMT 2023","Thu Jun 29 16:43:54 GMT 2023","59","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration","testTokenGeneration","Example test for fetching token value - Post request"
"passed","Thu Jun 29 16:43:55 GMT 2023","Thu Jun 29 16:43:55 GMT 2023","26","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest","deleteBookingTest","Example test for deleting a booking - Delete request"
"passed","Thu Jun 29 16:43:55 GMT 2023","Thu Jun 29 16:43:55 GMT 2023","65","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest","updatePartialBookingTest","Example test for updating a booking partially- Patch request"
"passed","Thu Jun 29 16:43:52 GMT 2023","Thu Jun 29 16:43:53 GMT 2023","396","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
