"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for deleting a booking - Delete request","49","deleteBookingTest","Restful Booker Test Suite","Fri Nov 28 07:20:53 UTC 2025","passed","Fri Nov 28 07:20:53 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Printing numbers to words using SOAP API","374","testNumberToWordsAPI","SOAP API Test Suite","Fri Nov 28 07:20:53 UTC 2025","passed","Fri Nov 28 07:20:53 UTC 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking json schema after getting a booking - get request","95","testGetBookingJsonSchema","Restful Booker Test Suite","Fri Nov 28 07:20:52 UTC 2025","passed","Fri Nov 28 07:20:52 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for creating new booking - Post request","2825","createBookingTest","Restful Booker Test Suite","Fri Nov 28 07:20:49 UTC 2025","passed","Fri Nov 28 07:20:52 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking - Put request","152","updateBookingTest","Restful Booker Test Suite","Fri Nov 28 07:20:53 UTC 2025","passed","Fri Nov 28 07:20:53 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"","39","testGetOrder","Restful ECommerce Test Suite","Fri Nov 28 07:20:53 UTC 2025","passed","Fri Nov 28 07:20:53 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","47","checkBookingIsDeleted","Restful Booker Test Suite","Fri Nov 28 07:20:53 UTC 2025","passed","Fri Nov 28 07:20:53 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for retrieving a booking - Get request","173","getBookingTest","Restful Booker Test Suite","Fri Nov 28 07:20:52 UTC 2025","passed","Fri Nov 28 07:20:52 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for creating new booking - Post request","2840","createBookingTest","Restful Booker Test Suite","Fri Nov 28 07:20:49 UTC 2025","passed","Fri Nov 28 07:20:52 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking json schema after updating a booking - Put request","89","testUpdateBookingJsonSchema","Restful Booker Test Suite","Fri Nov 28 07:20:52 UTC 2025","passed","Fri Nov 28 07:20:52 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
