"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","testGetDeletedOrder","Restful ECommerce Test Suite","Wed Jan 07 10:57:17 UTC 2026","passed","Wed Jan 07 10:57:17 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"","142","testCreateToken","Restful ECommerce Test Suite","Wed Jan 07 10:57:16 UTC 2026","passed","Wed Jan 07 10:57:16 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for fetching token value - Post request","79","testTokenGeneration","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for creating new booking - Post request","2843","createBookingTest","Restful Booker Test Suite","Wed Jan 07 10:57:12 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking partially- Patch request","57","updatePartialBookingTest","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for token authentication - Post request","43","testCreateJsonSchema","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking json schema after updating a booking - Put request","85","testUpdateBookingJsonSchema","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"","21","testDeleteOrder","Restful ECommerce Test Suite","Wed Jan 07 10:57:17 UTC 2026","passed","Wed Jan 07 10:57:17 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example test for retrieving a booking - Get request","165","getBookingTest","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","38","checkBookingIsDeleted","Restful Booker Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:15 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Printing numbers to words using SOAP API","1114","testNumberToWordsAPI","SOAP API Test Suite","Wed Jan 07 10:57:15 UTC 2026","passed","Wed Jan 07 10:57:16 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"","181","testUploadImage","Restful ECommerce Test Suite","Wed Jan 07 10:57:17 UTC 2026","passed","Wed Jan 07 10:57:17 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"","26","testDeleteAllOrders","Restful ECommerce Test Suite","Wed Jan 07 10:57:17 UTC 2026","passed","Wed Jan 07 10:57:17 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
