"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for fetching token value - Post request","100","testTokenGeneration","Restful Booker Test Suite","Mon Feb 02 10:40:21 UTC 2026","passed","Mon Feb 02 10:40:21 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking - Put request","181","updateBookingTest","Restful Booker Test Suite","Mon Feb 02 10:40:21 UTC 2026","passed","Mon Feb 02 10:40:22 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for deleting a booking - Delete request","66","deleteBookingTest","Restful Booker Test Suite","Mon Feb 02 10:40:22 UTC 2026","passed","Mon Feb 02 10:40:22 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","71","checkBookingIsDeleted","Restful Booker Test Suite","Mon Feb 02 10:40:22 UTC 2026","passed","Mon Feb 02 10:40:22 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for checking json schema after getting a booking - get request","133","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Feb 02 10:40:21 UTC 2026","passed","Mon Feb 02 10:40:21 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for checking json schema for new booking - Post request","2601","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Feb 02 10:40:18 UTC 2026","passed","Mon Feb 02 10:40:21 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"","22","testDeleteOrder","Restful ECommerce Test Suite","Mon Feb 02 10:40:23 UTC 2026","passed","Mon Feb 02 10:40:23 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example test for creating new booking - Post request","2777","createBookingTest","Restful Booker Test Suite","Mon Feb 02 10:40:18 UTC 2026","passed","Mon Feb 02 10:40:21 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking json schema after updating a booking - Put request","107","testUpdateBookingJsonSchema","Restful Booker Test Suite","Mon Feb 02 10:40:21 UTC 2026","passed","Mon Feb 02 10:40:21 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"","55","testGetOrder","Restful ECommerce Test Suite","Mon Feb 02 10:40:22 UTC 2026","passed","Mon Feb 02 10:40:23 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
