"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for retrieving a booking - Get request","114","getBookingTest","Restful Booker Test Suite","Mon Sep 22 06:14:12 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for updating a booking partially- Patch request","67","updatePartialBookingTest","Restful Booker Test Suite","Mon Sep 22 06:14:12 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","65","testCreateOrder","Restful ECommerce Test Suite","Mon Sep 22 06:14:13 UTC 2025","passed","Mon Sep 22 06:14:13 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"","12","testGetDeletedOrder","Restful ECommerce Test Suite","Mon Sep 22 06:14:13 UTC 2025","passed","Mon Sep 22 06:14:13 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for updating a booking - Put request","101","updateBookingTest","Restful Booker Test Suite","Mon Sep 22 06:14:12 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for creating new booking - Post request","2432","createBookingTest","Restful Booker Test Suite","Mon Sep 22 06:14:09 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"","45","updatePartialOrderTest","Restful ECommerce Test Suite","Mon Sep 22 06:14:13 UTC 2025","passed","Mon Sep 22 06:14:13 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"Example test for updating a booking partially- Patch request","45","updatePartialBookingTest","Restful Booker Test Suite","Mon Sep 22 06:14:12 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for new booking - Post request","2300","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Sep 22 06:14:09 UTC 2025","passed","Mon Sep 22 06:14:11 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking json schema for token authentication - Post request","30","testCreateJsonSchema","Restful Booker Test Suite","Mon Sep 22 06:14:12 UTC 2025","passed","Mon Sep 22 06:14:12 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
