"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","149","testUploadImage","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"","36","testGetAllOrders","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"","20","testGetDeletedOrder","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"","60","testCreateToken","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","32","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jan 26 10:35:43 UTC 2026","passed","Mon Jan 26 10:35:43 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","26","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jan 26 10:35:43 UTC 2026","passed","Mon Jan 26 10:35:43 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for deleting a booking - Delete request","28","deleteBookingTest","Restful Booker Test Suite","Mon Jan 26 10:35:43 UTC 2026","passed","Mon Jan 26 10:35:43 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for creating new booking - Post request","2714","createBookingTest","Restful Booker Test Suite","Mon Jan 26 10:35:39 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking json schema for new booking - Post request","2508","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Jan 26 10:35:39 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for creating new booking - Post request","2708","createBookingTest","Restful Booker Test Suite","Mon Jan 26 10:35:39 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking json schema after getting a booking - get request","100","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for fetching token value - Post request","66","testTokenGeneration","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking - Put request","134","updateBookingTest","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema after updating a booking - Put request","69","testUpdateBookingJsonSchema","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for checking json schema for token authentication - Post request","37","testCreateJsonSchema","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"","20","testDeleteAllOrders","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for fetching token value - Post request","74","testTokenGeneration","Restful Booker Test Suite","Mon Jan 26 10:35:42 UTC 2026","passed","Mon Jan 26 10:35:42 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","41","testUpdateOrder","Restful ECommerce Test Suite","Mon Jan 26 10:35:44 UTC 2026","passed","Mon Jan 26 10:35:44 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
