"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 01 07:17:14 GMT 2024","Thu Aug 01 07:17:15 GMT 2024","280","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","251","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testStringAssertions","testStringAssertions","Example Test for performing String related assertions using Hamcrest"
"passed","Thu Aug 01 07:17:16 GMT 2024","Thu Aug 01 07:17:16 GMT 2024","12","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted","checkBookingIsDeleted","Example test for checking if booking is deleted by retrieving a deleted booking - Get request"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","192","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement","testMultipleAssertStatement","Example Test for multiple assertions in single statement using Hamcrest"
"passed","Thu Aug 01 07:17:14 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","143","ReqRes Test Suite","Get Request Tests","in.reqres.TestGetRequests","in.reqres.TestGetRequests","getRequestTestWithQueryParam","getRequestTestWithQueryParam","Example Test for executing GET request using rest assured with query params"
"passed","Thu Aug 01 07:17:11 GMT 2024","Thu Aug 01 07:17:13 GMT 2024","2225","ReqRes Test Suite","Post Request Example with Java records","in.reqres.TestPostWithRecords","in.reqres.TestPostWithRecords","testCreateUser","testCreateUser",""
"passed","Thu Aug 01 07:17:11 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","2986","ReqRes Test Suite","Authentication Tests","in.reqres.TestAuthentication","in.reqres.TestAuthentication","testAuthenticationToken","testAuthenticationToken","Example Test for performing authentication using rest assured"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","114","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testGreaterThanAssertions","testGreaterThanAssertions","Example Test for performing Greater than assertions using Hamcrest"
"passed","Thu Aug 01 07:17:14 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","281","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Thu Aug 01 07:17:16 GMT 2024","Thu Aug 01 07:17:16 GMT 2024","26","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema","testUpdateBookingJsonSchema","Example test for checking json schema after updating a booking - Put request"
"passed","Thu Aug 01 07:17:15 GMT 2024","Thu Aug 01 07:17:15 GMT 2024","565","ReqRes Test Suite","Post Request tests","in.reqres.PostRequestBuilderExample","in.reqres.PostRequestBuilderExample","postTestUsingBuilderPattern","postTestUsingBuilderPattern","Example of using Builder Pattern to pass test data in tests"
"passed","Thu Aug 01 07:17:14 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","310","ReqRes Test Suite","Patch Request tests","in.reqres.TestPatchRequests","in.reqres.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
"passed","Thu Aug 01 07:17:15 GMT 2024","Thu Aug 01 07:17:16 GMT 2024","838","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema","testCreateBookingJsonSchema","Example test for checking json schema for new booking - Post request"
"passed","Thu Aug 01 07:17:12 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","2262","ReqRes Test Suite","Test Response Headers","in.reqres.TestResponseHeaders","in.reqres.TestResponseHeaders","responseHeadersTest","responseHeadersTest","Example Test for verifying the response headers using rest assured"
"passed","Thu Aug 01 07:17:12 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","2270","ReqRes Test Suite","Get Tests with Rest Assured Config","in.reqres.TestGetRequestWithRestAssuredSpecs","in.reqres.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","Example Test for executing GET request using rest assured specification"
"passed","Thu Aug 01 07:17:16 GMT 2024","Thu Aug 01 07:17:16 GMT 2024","71","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration","testTokenGeneration","Example test for fetching token value - Post request"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","142","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testHasKeyAssertion","testHasKeyAssertion","Example Test for performing has key assertions using Hamcrest"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","177","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testLessThanAssertions","testLessThanAssertions","Example Test for performing Less than assertions using Hamcrest"
"passed","Thu Aug 01 07:17:12 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","2378","ReqRes Test Suite","JsonPath usage tests","in.reqres.TestResponseBodyWithJsonPath","in.reqres.TestResponseBodyWithJsonPath","testResponseWithJsonPath","testResponseWithJsonPath","Example Test for extracting the response data using jsonpath"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","233","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testNumberAssertions","testNumberAssertions","Example Test for performing number related assertions using Hamcrest"
"passed","Thu Aug 01 07:17:11 GMT 2024","Thu Aug 01 07:17:14 GMT 2024","3121","ReqRes Test Suite","Get Request Tests","in.reqres.TestGetRequests","in.reqres.TestGetRequests","getRequestTest","getRequestTest","Example Test for executing GET request using rest assured"
"passed","Thu Aug 01 07:17:15 GMT 2024","Thu Aug 01 07:17:16 GMT 2024","221","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest","createBookingTest","Example test for creating new booking - Post request"
"passed","Thu Aug 01 07:17:17 GMT 2024","Thu Aug 01 07:17:17 GMT 2024","125","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testNotNullAssertions","testNotNullAssertions","Example Test for performing Not null assertions using Hamcrest"
