"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Printing numbers to words using SOAP API","567","testNumberToWordsAPI","SOAP API Test Suite","Sun Apr 05 09:33:31 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for creating new booking - Post request","2563","createBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:28 UTC 2026","passed","Sun Apr 05 09:33:30 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking - Put request","117","updateBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:30 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","24","checkBookingIsDeleted","Restful Booker Test Suite","Sun Apr 05 09:33:31 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","41","updatePartialOrderTest","Restful ECommerce Test Suite","Sun Apr 05 09:33:32 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"Example test for deleting a booking - Delete request","57","deleteBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:31 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","148","testCreateToken","Restful ECommerce Test Suite","Sun Apr 05 09:33:31 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for updating a booking - Put request","158","updateBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:30 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"","163","testUploadImage","Restful ECommerce Test Suite","Sun Apr 05 09:33:32 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example test for checking json schema after updating a booking - Put request","79","testUpdateBookingJsonSchema","Restful Booker Test Suite","Sun Apr 05 09:33:30 UTC 2026","passed","Sun Apr 05 09:33:30 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"","71","testCreateOrder","Restful ECommerce Test Suite","Sun Apr 05 09:33:32 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for retrieving a booking - Get request","165","getBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:30 UTC 2026","passed","Sun Apr 05 09:33:30 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","44","testUpdateOrder","Restful ECommerce Test Suite","Sun Apr 05 09:33:32 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for updating a booking partially- Patch request","49","updatePartialBookingTest","Restful Booker Test Suite","Sun Apr 05 09:33:31 UTC 2026","passed","Sun Apr 05 09:33:31 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for fetching token value - Post request","66","testTokenGeneration","Restful Booker Test Suite","Sun Apr 05 09:33:30 UTC 2026","passed","Sun Apr 05 09:33:30 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","54","testGetOrder","Restful ECommerce Test Suite","Sun Apr 05 09:33:32 UTC 2026","passed","Sun Apr 05 09:33:32 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for checking json schema for new booking - Post request","2365","testCreateBookingJsonSchema","Restful Booker Test Suite","Sun Apr 05 09:33:28 UTC 2026","passed","Sun Apr 05 09:33:30 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
