"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","testDeleteOrder","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"","41","testCreateToken","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for deleting a booking - Delete request","15","deleteBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for updating a booking - Put request","83","updateBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema after updating a booking partially - Patch request","61","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Mon Sep 22 10:24:15 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"","62","testCreateOrder","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"","11","testDeleteAllOrders","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for creating new booking - Post request","3168","createBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:12 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","14","checkBookingIsDeleted","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for updating a booking partially- Patch request","58","updatePartialBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema after updating a booking - Put request","58","testUpdateBookingJsonSchema","Restful Booker Test Suite","Mon Sep 22 10:24:15 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for updating a booking partially- Patch request","37","updatePartialBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for new booking - Post request","3013","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Sep 22 10:24:12 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"","38","testGetOrder","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for retrieving a booking - Get request","125","getBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:15 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","46","updatePartialOrderTest","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"","32","testUpdateOrder","Restful ECommerce Test Suite","Mon Sep 22 10:24:18 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for checking json schema for token authentication - Post request","21","testCreateJsonSchema","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Printing numbers to words using SOAP API","1777","testNumberToWordsAPI","SOAP API Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:18 UTC 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking json schema after getting a booking - get request","68","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Sep 22 10:24:15 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for retrieving a booking - Get request","131","getBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:15 UTC 2025","passed","Mon Sep 22 10:24:15 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for deleting a booking - Delete request","13","deleteBookingTest","Restful Booker Test Suite","Mon Sep 22 10:24:16 UTC 2025","passed","Mon Sep 22 10:24:16 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
