"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","testGetOrder","Restful ECommerce Test Suite","Tue Apr 07 13:22:03 UTC 2026","passed","Tue Apr 07 13:22:03 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for updating a booking - Put request","155","updateBookingTest","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Printing numbers to words using SOAP API","268","testNumberToWordsAPI","SOAP API Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:03 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","65","checkBookingIsDeleted","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for updating a booking partially- Patch request","98","updatePartialBookingTest","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for retrieving a booking - Get request","182","getBookingTest","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","65","checkBookingIsDeleted","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","75","testCreateToken","Restful ECommerce Test Suite","Tue Apr 07 13:22:03 UTC 2026","passed","Tue Apr 07 13:22:03 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for creating new booking - Post request","3389","createBookingTest","Restful Booker Test Suite","Tue Apr 07 13:21:58 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"","170","testUploadImage","Restful ECommerce Test Suite","Tue Apr 07 13:22:03 UTC 2026","passed","Tue Apr 07 13:22:03 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example test for checking json schema after updating a booking - Put request","110","testUpdateBookingJsonSchema","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"","40","testUpdateOrder","Restful ECommerce Test Suite","Tue Apr 07 13:22:03 UTC 2026","passed","Tue Apr 07 13:22:03 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for fetching token value - Post request","119","testTokenGeneration","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema for token authentication - Post request","67","testCreateJsonSchema","Restful Booker Test Suite","Tue Apr 07 13:22:02 UTC 2026","passed","Tue Apr 07 13:22:02 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
