"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking json schema for new booking - Post request","1215","testCreateBookingJsonSchema","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"","248","testUploadImage","Restful ECommerce Test Suite","2026-08-31","passed","2026-08-31","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Example test for checking json schema after getting a booking - get request","42","testGetBookingJsonSchema","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example Test for executing GET request using rest assured with query params","153","getRequestTestWithQueryParam","ReqRes Test Suite (0)","2026-08-31","passed","2026-08-31","restful.ecommerce.TestGetRequests","Get Request Tests","restful.ecommerce.TestGetRequests","getRequestTestWithQueryParam"
"Example test for checking json schema after updating a booking partially - Patch request","52","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example Test for performing authentication using rest assured","2962","testAuthenticationToken","ReqRes Test Suite","2026-08-31","passed","2026-08-31","restful.ecommerce.TestAuthentication","Authentication Tests","restful.ecommerce.TestAuthentication","testAuthenticationToken"
"Example Test for executing DELETE request using rest assured","35","deleteRequestTests","ReqRes Test Suite (0)","2026-08-31","passed","2026-08-31","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteRequestTests"
"Example Test for executing GET request using awaitility","5054","testDelayedPostAPI","ReqRes Test Suite (0)","2026-08-31","passed","2026-08-31","restful.ecommerce.TestDelayedAPIWithAwaitility","Awaitility Example tests","restful.ecommerce.TestDelayedAPIWithAwaitility","testDelayedPostAPI"
"Example Test for performing has key assertions using Hamcrest","506","testHasKeyAssertion","Hamcrest Assertions Example Test Suite","2026-08-31","passed","2026-08-31","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testHasKeyAssertion"
"Example test for updating a booking partially- Patch request","140","updatePartialBookingTest","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for fetching token value - Post request","137","testTokenGeneration","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Testing Delete All order EndPoint","44","deleteAllOrderTests","ReqRes Test Suite (0)","2026-08-31","passed","2026-08-31","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteAllOrderTests"
"Example Test for executing PUT request using rest assured","91","putRequestsTests","ReqRes Test Suite","2026-08-31","passed","2026-08-31","restful.ecommerce.TestPutRequests","Put Request Tests","restful.ecommerce.TestPutRequests","putRequestsTests"
"","53","testDeleteOrder","Restful ECommerce Test Suite","2026-08-31","passed","2026-08-31","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example test for updating a booking - Put request","189","updateBookingTest","Restful Booker Test Suite","2026-08-31","passed","2026-08-31","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
