"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for deleting a booking - Delete request","26","deleteBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for fetching token value - Post request","67","testTokenGeneration","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","10","testDeleteAllOrders","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for retrieving a booking - Get request","158","getBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","24","checkBookingIsDeleted","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","49","updatePartialOrderTest","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"Example test for fetching token value - Post request","55","testTokenGeneration","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema after getting a booking - get request","65","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Nov 03 10:03:37 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"","12","testGetDeletedOrder","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"","189","testUploadImage","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:40 UTC 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"","43","testDeleteOrder","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"","48","testGetOrder","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for creating new booking - Post request","2974","createBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:35 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"","31","testGetAllOrders","Restful ECommerce Test Suite","Mon Nov 03 10:03:39 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example test for creating new booking - Post request","2947","createBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:35 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking partially- Patch request","38","updatePartialBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Printing numbers to words using SOAP API","929","testNumberToWordsAPI","SOAP API Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:39 UTC 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for updating a booking partially- Patch request","63","updatePartialBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for deleting a booking - Delete request","20","deleteBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for retrieving a booking - Get request","157","getBookingTest","Restful Booker Test Suite","Mon Nov 03 10:03:38 UTC 2025","passed","Mon Nov 03 10:03:38 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
