"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","14","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for checking json schema after getting a booking - get request","75","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for checking json schema for token authentication - Post request","21","testCreateJsonSchema","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking json schema after updating a booking - Put request","43","testUpdateBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for fetching token value - Post request","43","testTokenGeneration","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for creating new booking - Post request","2811","createBookingTest","Restful Booker Test Suite","Mon Jun 16 14:35:46 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for updating a booking partially- Patch request","38","updatePartialBookingTest","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for retrieving a booking - Get request","95","getBookingTest","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example test for checking json schema for new booking - Post request","2693","testCreateBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 14:35:46 GMT 2025","passed","Mon Jun 16 14:35:48 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for checking json schema after updating a booking partially - Patch request","35","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Printing numbers to words using SOAP API","982","testNumberToWordsAPI","SOAP API Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:50 GMT 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for deleting a booking - Delete request","15","deleteBookingTest","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for updating a booking - Put request","86","updateBookingTest","Restful Booker Test Suite","Mon Jun 16 14:35:49 GMT 2025","passed","Mon Jun 16 14:35:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
