"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for retrieving a booking - Get request","108","getBookingTest","Restful Booker Test Suite","Fri Jul 04 16:06:49 GMT 2025","passed","Fri Jul 04 16:06:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","33","testUpdateOrder","Restful ECommerce Test Suite","Fri Jul 04 16:06:50 GMT 2025","passed","Fri Jul 04 16:06:50 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"","43","testCreateToken","Restful ECommerce Test Suite","Fri Jul 04 16:06:50 GMT 2025","passed","Fri Jul 04 16:06:50 GMT 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"","148","testUploadImage","Restful ECommerce Test Suite","Fri Jul 04 16:06:50 GMT 2025","passed","Fri Jul 04 16:06:50 GMT 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"Printing numbers to words using SOAP API","906","testNumberToWordsAPI","SOAP API Test Suite","Fri Jul 04 16:06:49 GMT 2025","passed","Fri Jul 04 16:06:50 GMT 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking json schema after updating a booking partially - Patch request","53","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Fri Jul 04 16:06:49 GMT 2025","passed","Fri Jul 04 16:06:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"","62","testCreateOrder","Restful ECommerce Test Suite","Fri Jul 04 16:06:50 GMT 2025","passed","Fri Jul 04 16:06:50 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for checking json schema for token authentication - Post request","26","testCreateJsonSchema","Restful Booker Test Suite","Fri Jul 04 16:06:49 GMT 2025","passed","Fri Jul 04 16:06:49 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for updating a booking partially- Patch request","40","updatePartialBookingTest","Restful Booker Test Suite","Fri Jul 04 16:06:49 GMT 2025","passed","Fri Jul 04 16:06:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for creating new booking - Post request","3091","createBookingTest","Restful Booker Test Suite","Fri Jul 04 16:06:45 GMT 2025","passed","Fri Jul 04 16:06:49 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
