"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 27 18:04:18 GMT 2022","Tue Dec 27 18:04:18 GMT 2022","614","ReqRes Test Suite","Authentication Tests","in.reqres.TestAuthentication","in.reqres.TestAuthentication","testAuthToken","testAuthToken","Example Test for printing token by getting token after executing the post authentication request"
"passed","Tue Dec 27 18:04:15 GMT 2022","Tue Dec 27 18:04:17 GMT 2022","2844","ReqRes Test Suite","Get Tests with Rest Assured Config","in.reqres.TestGetRequestWithRestAssuredSpecs","in.reqres.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","Example Test for executing GET request using rest assured specification"
"passed","Tue Dec 27 18:04:19 GMT 2022","Tue Dec 27 18:04:19 GMT 2022","426","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Tue Dec 27 18:04:25 GMT 2022","Tue Dec 27 18:04:26 GMT 2022","735","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest","updateBookingTest","Example test for updating a booking - Put request"
"passed","Tue Dec 27 18:04:25 GMT 2022","Tue Dec 27 18:04:26 GMT 2022","314","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema","testGetBookingJsonSchema","Example test for checking json schema after getting a booking - get request"
"passed","Tue Dec 27 18:04:14 GMT 2022","Tue Dec 27 18:04:18 GMT 2022","3776","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Tue Dec 27 18:04:24 GMT 2022","Tue Dec 27 18:04:25 GMT 2022","1045","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema","testCreateBookingJsonSchema","Example test for checking json schema for new booking - Post request"
"passed","Tue Dec 27 18:04:26 GMT 2022","Tue Dec 27 18:04:27 GMT 2022","711","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest","updatePartialBookingTest","Example test for updating a booking partially- Patch request"
"passed","Tue Dec 27 18:04:18 GMT 2022","Tue Dec 27 18:04:18 GMT 2022","538","ReqRes Test Suite","Patch Request tests","in.reqres.TestPatchRequests","in.reqres.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
"passed","Tue Dec 27 18:04:24 GMT 2022","Tue Dec 27 18:04:25 GMT 2022","523","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest","createBookingTest","Example test for creating new booking - Post request"
"passed","Tue Dec 27 18:04:15 GMT 2022","Tue Dec 27 18:04:18 GMT 2022","3153","ReqRes Test Suite","JsonPath usage tests","in.reqres.TestResponseBodyWithJsonPath","in.reqres.TestResponseBodyWithJsonPath","testResponseWithJsonPath","testResponseWithJsonPath","Example Test for extracting the response data using jsonpath"
"passed","Tue Dec 27 18:04:14 GMT 2022","Tue Dec 27 18:04:17 GMT 2022","2704","ReqRes Test Suite","Delete Requests tests ","in.reqres.TestDeleteRequests","in.reqres.TestDeleteRequests","deleteRequestTests","deleteRequestTests","Example Test for executing DELETE request using rest assured"
"passed","Tue Dec 27 18:04:15 GMT 2022","Tue Dec 27 18:04:18 GMT 2022","2875","ReqRes Test Suite","Test Response Headers","in.reqres.TestResponseHeaders","in.reqres.TestResponseHeaders","responseHeadersTest","responseHeadersTest","Example Test for verifying the response headers using rest assured"
"passed","Tue Dec 27 18:04:25 GMT 2022","Tue Dec 27 18:04:25 GMT 2022","406","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest","getBookingTest","Example test for retrieving a booking - Get request"
