"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example Test for executing GET request using rest assured specification","2451","getRequestTestWithRestAssuredConfig","ReqRes Test Suite","Thu Jun 12 22:39:19 GMT 2025","passed","Thu Jun 12 22:39:22 GMT 2025","in.reqres.TestGetRequestWithRestAssuredSpecs","Get Tests with Rest Assured Config","in.reqres.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig"
"Example Test for verifying the response headers using rest assured","2451","responseHeadersTest","ReqRes Test Suite","Thu Jun 12 22:39:19 GMT 2025","passed","Thu Jun 12 22:39:22 GMT 2025","in.reqres.TestResponseHeaders","Test Response Headers","in.reqres.TestResponseHeaders","responseHeadersTest"
"Example Test for executing DELETE request using rest assured","2503","deleteRequestTests","ReqRes Test Suite","Thu Jun 12 22:39:19 GMT 2025","passed","Thu Jun 12 22:39:21 GMT 2025","in.reqres.TestDeleteRequests","Delete Requests tests","in.reqres.TestDeleteRequests","deleteRequestTests"
"Example Test for printing token by getting token after executing the post authentication request","394","testAuthToken","ReqRes Test Suite","Thu Jun 12 22:39:22 GMT 2025","failed","Thu Jun 12 22:39:22 GMT 2025","in.reqres.TestAuthentication","Authentication Tests","in.reqres.TestAuthentication","testAuthToken"
"Example test for updating a booking partially- Patch request","51","updatePartialBookingTest","Restful Booker Test Suite","Thu Jun 12 22:39:24 GMT 2025","passed","Thu Jun 12 22:39:24 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example Test for performing has key assertions using Hamcrest","358","testHasKeyAssertion","Hamcrest Assertions Example Test Suite","Thu Jun 12 22:39:25 GMT 2025","failed","Thu Jun 12 22:39:25 GMT 2025","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testHasKeyAssertion"
"Example Test for performing Not null assertions using Hamcrest","349","testNotNullAssertions","Hamcrest Assertions Example Test Suite","Thu Jun 12 22:39:25 GMT 2025","failed","Thu Jun 12 22:39:25 GMT 2025","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testNotNullAssertions"
"Example Test for executing PUT request using rest assured","3250","putRequestsTests","ReqRes Test Suite","Thu Jun 12 22:39:19 GMT 2025","passed","Thu Jun 12 22:39:22 GMT 2025","in.reqres.TestPutRequests","Put Request Tests","in.reqres.TestPutRequests","putRequestsTests"
"Example Test for performing String related assertions using Hamcrest","351","testStringAssertions","Hamcrest Assertions Example Test Suite","Thu Jun 12 22:39:25 GMT 2025","failed","Thu Jun 12 22:39:25 GMT 2025","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testStringAssertions"
"Example of using Builder Pattern to pass test data in tests","659","postTestUsingBuilderPattern","ReqRes Test Suite","Thu Jun 12 22:39:23 GMT 2025","failed","Thu Jun 12 22:39:24 GMT 2025","in.reqres.PostRequestBuilderExample","Post Request tests","in.reqres.PostRequestBuilderExample","postTestUsingBuilderPattern"
