"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 02 08:45:33 GMT 2023","Thu Mar 02 08:45:34 GMT 2023","516","ReqRes Test Suite","Authentication Tests","in.reqres.TestAuthentication","in.reqres.TestAuthentication","testAuthToken","testAuthToken","Example Test for printing token by getting token after executing the post authentication request"
"passed","Thu Mar 02 08:45:29 GMT 2023","Thu Mar 02 08:45:33 GMT 2023","4720","ReqRes Test Suite","Authentication Tests","in.reqres.TestAuthentication","in.reqres.TestAuthentication","testAuthenticationToken","testAuthenticationToken","Example Test for performing authentication using rest assured"
"passed","Thu Mar 02 08:45:37 GMT 2023","Thu Mar 02 08:45:37 GMT 2023","66","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema","testUpdateBookingJsonSchema","Example test for checking json schema after updating a booking - Put request"
"passed","Thu Mar 02 08:45:36 GMT 2023","Thu Mar 02 08:45:36 GMT 2023","284","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest","updateBookingTest","Example test for updating a booking - Put request"
"passed","Thu Mar 02 08:45:29 GMT 2023","Thu Mar 02 08:45:33 GMT 2023","4707","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Thu Mar 02 08:45:37 GMT 2023","Thu Mar 02 08:45:37 GMT 2023","116","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest","deleteBookingTest","Example test for deleting a booking - Delete request"
"passed","Thu Mar 02 08:45:29 GMT 2023","Thu Mar 02 08:45:33 GMT 2023","4720","ReqRes Test Suite","Patch Request tests","in.reqres.TestPatchRequests","in.reqres.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
"passed","Thu Mar 02 08:45:35 GMT 2023","Thu Mar 02 08:45:35 GMT 2023","664","ReqRes Test Suite","Post Request tests","in.reqres.PostRequestBuilderExample","in.reqres.PostRequestBuilderExample","postTestUsingBuilderPattern","postTestUsingBuilderPattern","Example of using Builder Pattern to pass test data in tests"
"passed","Thu Mar 02 08:45:37 GMT 2023","Thu Mar 02 08:45:37 GMT 2023","25","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted","checkBookingIsDeleted","Example test for checking if booking is deleted by retrieving a deleted booking - Get request"
"passed","Thu Mar 02 08:45:37 GMT 2023","Thu Mar 02 08:45:38 GMT 2023","647","SOAP API Test Suite","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","soapapitests.NumberToWordsTest","testNumberToWordsAPI","testNumberToWordsAPI","Printing numbers to words using SOAP API"
"passed","Thu Mar 02 08:45:30 GMT 2023","Thu Mar 02 08:45:33 GMT 2023","3602","ReqRes Test Suite","Test Response Headers","in.reqres.TestResponseHeaders","in.reqres.TestResponseHeaders","responseHeadersTest","responseHeadersTest","Example Test for verifying the response headers using rest assured"
"passed","Thu Mar 02 08:45:33 GMT 2023","Thu Mar 02 08:45:34 GMT 2023","533","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Thu Mar 02 08:45:38 GMT 2023","Thu Mar 02 08:45:38 GMT 2023","343","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testLessThanAssertions","testLessThanAssertions","Example Test for performing Less than assertions using Hamcrest"
"passed","Thu Mar 02 08:45:29 GMT 2023","Thu Mar 02 08:45:32 GMT 2023","3573","ReqRes Test Suite","Delete Requests tests ","in.reqres.TestDeleteRequests","in.reqres.TestDeleteRequests","deleteRequestTests","deleteRequestTests","Example Test for executing DELETE request using rest assured"
"passed","Thu Mar 02 08:45:38 GMT 2023","Thu Mar 02 08:45:38 GMT 2023","393","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testNotAssertions","testNotAssertions","Example Test for performing Not assertions using Hamcrest"
"passed","Thu Mar 02 08:45:34 GMT 2023","Thu Mar 02 08:45:34 GMT 2023","340","ReqRes Test Suite","Get Request Tests","in.reqres.TestGetRequests","in.reqres.TestGetRequests","getRequestTestWithQueryParam","getRequestTestWithQueryParam","Example Test for executing GET request using rest assured with query params"
"passed","Thu Mar 02 08:45:38 GMT 2023","Thu Mar 02 08:45:38 GMT 2023","315","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testGreaterThanAssertions","testGreaterThanAssertions","Example Test for performing Greater than assertions using Hamcrest"
"passed","Thu Mar 02 08:45:38 GMT 2023","Thu Mar 02 08:45:38 GMT 2023","533","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testStringAssertions","testStringAssertions","Example Test for performing String related assertions using Hamcrest"
"passed","Thu Mar 02 08:45:30 GMT 2023","Thu Mar 02 08:45:33 GMT 2023","3575","ReqRes Test Suite","Get Tests with Rest Assured Config","in.reqres.TestGetRequestWithRestAssuredSpecs","in.reqres.TestGetRequestWithRestAssuredSpecs","getRequestTestWithRestAssuredConfig","getRequestTestWithRestAssuredConfig","Example Test for executing GET request using rest assured specification"
"passed","Thu Mar 02 08:45:34 GMT 2023","Thu Mar 02 08:45:34 GMT 2023","400","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
