"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41","testDeleteOrder","Restful ECommerce Test Suite","Mon Jul 14 18:31:41 GMT 2025","passed","Mon Jul 14 18:31:41 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"Example test for checking json schema for token authentication - Post request","36","testCreateJsonSchema","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","15","checkBookingIsDeleted","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","40","testGetAllOrders","Restful ECommerce Test Suite","Mon Jul 14 18:31:40 GMT 2025","passed","Mon Jul 14 18:31:40 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example test for updating a booking - Put request","128","updateBookingTest","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema after getting a booking - get request","62","testGetBookingJsonSchema","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for fetching token value - Post request","46","testTokenGeneration","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking partially- Patch request","48","updatePartialBookingTest","Restful Booker Test Suite","Mon Jul 14 18:31:39 GMT 2025","passed","Mon Jul 14 18:31:39 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","114","testCreateToken","Restful ECommerce Test Suite","Mon Jul 14 18:31:40 GMT 2025","passed","Mon Jul 14 18:31:40 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"","17","testDeleteAllOrders","Restful ECommerce Test Suite","Mon Jul 14 18:31:41 GMT 2025","passed","Mon Jul 14 18:31:41 GMT 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
