"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","131","checkBookingIsDeleted","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for fetching token value - Post request","178","testTokenGeneration","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","48","testGetAllOrders","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example Test for executing POST request using rest assured","46","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example Test for multiple assertions in single statement using Hamcrest","537","testMultipleAssertStatement","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement"
"","59","testUpdateOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example Test for verifying the response headers using rest assured","43","responseHeadersTest","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestResponseHeaders","Test Response Headers","restful.ecommerce.TestResponseHeaders","responseHeadersTest"
"Example Test for performing number related assertions using Hamcrest","591","testNumberAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testNumberAssertions"
"","63","testCreateToken","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example Test for executing PATCH request using rest assured ","62","patchRequestTests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPatchRequests","Patch Request tests","restful.ecommerce.TestPatchRequests","patchRequestTests"
"Example of using Builder Pattern to pass test data in tests","425","postTestUsingBuilderPattern","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.PostRequestBuilderExampleTest","Post Request tests","restful.ecommerce.PostRequestBuilderExampleTest","postTestUsingBuilderPattern"
"Example Test for performing String related assertions using Hamcrest","595","testStringAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testStringAssertions"
"Example Test for performing authentication using rest assured","3152","testAuthenticationToken","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestAuthentication","Authentication Tests","restful.ecommerce.TestAuthentication","testAuthenticationToken"
"Example Test for performing Less than assertions using Hamcrest","568","testLessThanAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testLessThanAssertions"
"Example test for updating a booking - Put request","229","updateBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for updating a booking partially- Patch request","169","updatePartialBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example Test for executing GET request using awaitility","5049","testDelayedPostAPI","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestDelayedAPIWithAwaitility","Awaitility Example tests","restful.ecommerce.TestDelayedAPIWithAwaitility","testDelayedPostAPI"
"Example Test for performing Not assertions using Hamcrest","567","testNotAssertions","Hamcrest Assertions Example Test Suite","2026-07-27","passed","2026-07-27","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testNotAssertions"
"Example Test for executing GET request using rest assured with query params","116","getRequestTestWithQueryParam","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestGetRequests","Get Request Tests","restful.ecommerce.TestGetRequests","getRequestTestWithQueryParam"
"Example test for retrieving a booking - Get request","210","getBookingTest","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","64","testCreateToken","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example Test for executing POST request using rest assured","38","testPostRequests","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestPostRequests","Post Request tests","restful.ecommerce.TestPostRequests","testPostRequests"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","144","checkBookingIsDeleted","Restful Booker Test Suite","2026-07-27","passed","2026-07-27","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"","48","testGetOrder","Restful ECommerce Test Suite","2026-07-27","passed","2026-07-27","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Testing Delete All order EndPoint","26","deleteAllOrderTests","ReqRes Test Suite (0)","2026-07-27","passed","2026-07-27","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteAllOrderTests"
"Example Test for printing token by getting token after executing the post authentication request","3167","testAuthToken","ReqRes Test Suite","2026-07-27","passed","2026-07-27","restful.ecommerce.TestAuthentication","Authentication Tests","restful.ecommerce.TestAuthentication","testAuthToken"
