"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for deleting a booking - Delete request","47","deleteBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking json schema after updating a booking partially - Patch request","37","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","2026-07-06","failed","2026-07-06","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example Test for performing String related assertions using Hamcrest","645","testStringAssertions","Hamcrest Assertions Example Test Suite","2026-07-06","passed","2026-07-06","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testStringAssertions"
"Example test for retrieving a booking - Get request","239","getBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example Test for executing DELETE request using rest assured","37","deleteRequestTests","ReqRes Test Suite (0)","2026-07-06","passed","2026-07-06","restful.ecommerce.TestDeleteRequests","Delete Requests tests","restful.ecommerce.TestDeleteRequests","deleteRequestTests"
"Example test for updating a booking - Put request","291","updateBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for creating new booking - Post request","246","createBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for retrieving a booking - Get request","120","getBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","38","testGetDeletedOrder","Restful ECommerce Test Suite","2026-07-06","passed","2026-07-06","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for checking json schema after getting a booking - get request","55","testGetBookingJsonSchema","Restful Booker Test Suite","2026-07-06","failed","2026-07-06","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for deleting a booking - Delete request","82","deleteBookingTest","Restful Booker Test Suite","2026-07-06","passed","2026-07-06","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","40","testCreateUser","ReqRes Test Suite","2026-07-06","passed","2026-07-06","restful.ecommerce.TestPostWithRecords","Post Request tests","restful.ecommerce.TestPostWithRecords","testCreateUser"
