"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking json schema after updating a booking partially - Patch request","92","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"","71","testCreateOrder","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"Example test for creating new booking - Post request","2792","createBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:04 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"","168","testUploadImage","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testUploadImage"
"","24","testGetDeletedOrder","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetDeletedOrder"
"Example test for updating a booking partially- Patch request","91","updatePartialBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"","38","updatePartialOrderTest","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","updatePartialOrderTest"
"","29","testDeleteOrder","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteOrder"
"","39","testUpdateOrder","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for retrieving a booking - Get request","142","getBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Printing numbers to words using SOAP API","264","testNumberToWordsAPI","SOAP API Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","42","checkBookingIsDeleted","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for updating a booking - Put request","197","updateBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"","21","testDeleteAllOrders","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testDeleteAllOrders"
"Example test for fetching token value - Post request","97","testTokenGeneration","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema for token authentication - Post request","71","testCreateJsonSchema","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"","38","testGetAllOrders","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example test for fetching token value - Post request","121","testTokenGeneration","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","59","testCreateToken","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Example test for retrieving a booking - Get request","208","getBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"","48","testGetOrder","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Example test for checking json schema after updating a booking - Put request","112","testUpdateBookingJsonSchema","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for deleting a booking - Delete request","44","deleteBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"","152","testCreateToken","Restful ECommerce Test Suite","Fri Apr 10 04:19:08 UTC 2026","passed","Fri Apr 10 04:19:08 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateToken"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","52","checkBookingIsDeleted","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for creating new booking - Post request","2790","createBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:04 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for checking json schema after getting a booking - get request","137","testGetBookingJsonSchema","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for updating a booking partially- Patch request","84","updatePartialBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema for new booking - Post request","2606","testCreateBookingJsonSchema","Restful Booker Test Suite","Fri Apr 10 04:19:04 UTC 2026","passed","Fri Apr 10 04:19:06 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for deleting a booking - Delete request","59","deleteBookingTest","Restful Booker Test Suite","Fri Apr 10 04:19:07 UTC 2026","passed","Fri Apr 10 04:19:07 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
