"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking json schema for token authentication - Post request","35","testCreateJsonSchema","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateJsonSchema"
"Example test for checking json schema after updating a booking partially - Patch request","42","testUpdatePartialBookingJsonSchema","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema"
"Example test for updating a booking - Put request","91","updateBookingTest","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for fetching token value - Post request","66","testTokenGeneration","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for checking json schema after updating a booking - Put request","33","testUpdateBookingJsonSchema","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for checking json schema after getting a booking - get request","47","testGetBookingJsonSchema","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for checking json schema for new booking - Post request","2874","testCreateBookingJsonSchema","Restful Booker Test Suite","Fri Jun 13 16:10:27 GMT 2025","passed","Fri Jun 13 16:10:29 GMT 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"Example test for creating new booking - Post request","3013","createBookingTest","Restful Booker Test Suite","Fri Jun 13 16:10:27 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"Example test for retrieving a booking - Get request","97","getBookingTest","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Printing numbers to words using SOAP API","774","testNumberToWordsAPI","SOAP API Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:31 GMT 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"Example test for updating a booking partially- Patch request","38","updatePartialBookingTest","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for deleting a booking - Delete request","16","deleteBookingTest","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","16","checkBookingIsDeleted","Restful Booker Test Suite","Fri Jun 13 16:10:30 GMT 2025","passed","Fri Jun 13 16:10:30 GMT 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
