"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example Test for performing number related assertions using Hamcrest","275","testNumberAssertions","Hamcrest Assertions Example Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:53 GMT 2024","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testNumberAssertions"
"Example test for checking json schema after updating a booking - Put request","25","testUpdateBookingJsonSchema","Restful Booker Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:52 GMT 2024","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example Test for performing Not assertions using Hamcrest","231","testNotAssertions","Hamcrest Assertions Example Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:53 GMT 2024","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testNotAssertions"
"Example Test for executing DELETE request using rest assured","2178","deleteRequestTests","ReqRes Test Suite","Thu Nov 28 20:32:47 GMT 2024","passed","Thu Nov 28 20:32:49 GMT 2024","in.reqres.TestDeleteRequests","Delete Requests tests ","in.reqres.TestDeleteRequests","deleteRequestTests"
"Example test for checking json schema after getting a booking - get request","23","testGetBookingJsonSchema","Restful Booker Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:52 GMT 2024","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for retrieving a booking - Get request","125","getBookingTest","Restful Booker Test Suite","Thu Nov 28 20:32:51 GMT 2024","passed","Thu Nov 28 20:32:52 GMT 2024","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","getBookingTest"
"Example Test for performing Greater than assertions using Hamcrest","226","testGreaterThanAssertions","Hamcrest Assertions Example Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:53 GMT 2024","assertionexamples.NumberRelatedAssertionTests","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","testGreaterThanAssertions"
"Example of using Builder Pattern to pass test data in tests","695","postTestUsingBuilderPattern","ReqRes Test Suite","Thu Nov 28 20:32:51 GMT 2024","passed","Thu Nov 28 20:32:51 GMT 2024","in.reqres.PostRequestBuilderExample","Post Request tests","in.reqres.PostRequestBuilderExample","postTestUsingBuilderPattern"
"Example Test for executing POST request using rest assured","209","testPostRequests","ReqRes Test Suite","Thu Nov 28 20:32:50 GMT 2024","passed","Thu Nov 28 20:32:50 GMT 2024","in.reqres.TestPostRequests","Post Request tests","in.reqres.TestPostRequests","testPostRequests"
"Example Test for multiple assertions in single statement using Hamcrest","214","testMultipleAssertStatement","Hamcrest Assertions Example Test Suite","Thu Nov 28 20:32:53 GMT 2024","passed","Thu Nov 28 20:32:53 GMT 2024","assertionexamples.StringRelatedAssertionTests","String related assertion examples","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement"
"Example Test for executing GET request using rest assured with query params","122","getRequestTestWithQueryParam","ReqRes Test Suite","Thu Nov 28 20:32:50 GMT 2024","passed","Thu Nov 28 20:32:50 GMT 2024","in.reqres.TestGetRequests","Get Request Tests","in.reqres.TestGetRequests","getRequestTestWithQueryParam"
"Example Test for printing token by getting token after executing the post authentication request","266","testAuthToken","ReqRes Test Suite","Thu Nov 28 20:32:50 GMT 2024","passed","Thu Nov 28 20:32:50 GMT 2024","in.reqres.TestAuthentication","Authentication Tests","in.reqres.TestAuthentication","testAuthToken"
"Example test for fetching token value - Post request","51","testTokenGeneration","Restful Booker Test Suite","Thu Nov 28 20:32:52 GMT 2024","passed","Thu Nov 28 20:32:52 GMT 2024","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
