"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for checking if booking is deleted by retrieving a deleted booking - Get request","135","checkBookingIsDeleted","Restful Booker Test Suite","Fri Jan 23 16:40:49 UTC 2026","passed","Fri Jan 23 16:40:49 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","checkBookingIsDeleted"
"Example test for updating a booking partially- Patch request","159","updatePartialBookingTest","Restful Booker Test Suite","Fri Jan 23 16:40:48 UTC 2026","passed","Fri Jan 23 16:40:48 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for fetching token value - Post request","221","testTokenGeneration","Restful Booker Test Suite","Fri Jan 23 16:40:48 UTC 2026","passed","Fri Jan 23 16:40:48 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","36","testGetAllOrders","Restful ECommerce Test Suite","Fri Jan 23 16:40:50 UTC 2026","passed","Fri Jan 23 16:40:50 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetAllOrders"
"Example test for checking json schema after getting a booking - get request","163","testGetBookingJsonSchema","Restful Booker Test Suite","Fri Jan 23 16:40:48 UTC 2026","passed","Fri Jan 23 16:40:48 UTC 2026","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testGetBookingJsonSchema"
"Example test for deleting a booking - Delete request","149","deleteBookingTest","Restful Booker Test Suite","Fri Jan 23 16:40:48 UTC 2026","passed","Fri Jan 23 16:40:49 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest"
"Example test for creating new booking - Post request","3537","createBookingTest","Restful Booker Test Suite","Fri Jan 23 16:40:44 UTC 2026","passed","Fri Jan 23 16:40:48 UTC 2026","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","createBookingTest"
"","59","testGetOrder","Restful ECommerce Test Suite","Fri Jan 23 16:40:49 UTC 2026","passed","Fri Jan 23 16:40:50 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testGetOrder"
"Printing numbers to words using SOAP API","476","testNumberToWordsAPI","SOAP API Test Suite","Fri Jan 23 16:40:49 UTC 2026","passed","Fri Jan 23 16:40:49 UTC 2026","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
"","71","testCreateOrder","Restful ECommerce Test Suite","Fri Jan 23 16:40:49 UTC 2026","passed","Fri Jan 23 16:40:49 UTC 2026","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
