"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for fetching token value - Post request","87","testTokenGeneration","Restful Booker Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"","29","testUpdateOrder","Restful ECommerce Test Suite","Fri Oct 10 12:59:44 UTC 2025","passed","Fri Oct 10 12:59:44 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testUpdateOrder"
"Example test for fetching token value - Post request","92","testTokenGeneration","Restful Booker Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","testTokenGeneration"
"Example test for updating a booking partially- Patch request","78","updatePartialBookingTest","Restful Booker Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on GitHub Actions","com.restfulbooker.RestfulBookerE2ETests","updatePartialBookingTest"
"Example test for checking json schema after updating a booking - Put request","90","testUpdateBookingJsonSchema","Restful Booker Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema"
"Example test for updating a booking - Put request","160","updateBookingTest","Restful Booker Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","com.restfulbooker.RestfulBookerE2ETests","Restful Booker tests on Jenkins","com.restfulbooker.RestfulBookerE2ETests","updateBookingTest"
"Example test for checking json schema for new booking - Post request","3809","testCreateBookingJsonSchema","Restful Booker Test Suite","Fri Oct 10 12:59:39 UTC 2025","passed","Fri Oct 10 12:59:42 UTC 2025","com.restfulbooker.JsonSchemaValidationTest","Restful Booker JSON Schema Validation tests for GitHub Actions","com.restfulbooker.JsonSchemaValidationTest","testCreateBookingJsonSchema"
"","68","testCreateOrder","Restful ECommerce Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:44 UTC 2025","restfulecommerce.endtoend.RestfulEcommerceE2ETests","Restful ECommerce End to End tests","restfulecommerce.endtoend.RestfulEcommerceE2ETests","testCreateOrder"
"","41","testCreateToken","Restful ECommerce Test Suite","Fri Oct 10 12:59:44 UTC 2025","passed","Fri Oct 10 12:59:44 UTC 2025","restfulecommerce.endtoend.ImageUploadTest","Restful ECommerce Image Upload test","restfulecommerce.endtoend.ImageUploadTest","testCreateToken"
"Printing numbers to words using SOAP API","275","testNumberToWordsAPI","SOAP API Test Suite","Fri Oct 10 12:59:43 UTC 2025","passed","Fri Oct 10 12:59:43 UTC 2025","soapapitests.NumberToWordsTest","SOAP API Number to Words Test","soapapitests.NumberToWordsTest","testNumberToWordsAPI"
