"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 14:51:09 GMT 2023","Mon Jan 02 14:51:09 GMT 2023","232","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdateBookingJsonSchema","testUpdateBookingJsonSchema","Example test for checking json schema after updating a booking - Put request"
"passed","Mon Jan 02 14:51:11 GMT 2023","Mon Jan 02 14:51:12 GMT 2023","432","Hamcrest Assertions Example Test Suite","String related assertion examples","assertionexamples.StringRelatedAssertionTests","assertionexamples.StringRelatedAssertionTests","testMultipleAssertStatement","testMultipleAssertStatement",""
"passed","Mon Jan 02 14:51:10 GMT 2023","Mon Jan 02 14:51:10 GMT 2023","430","Restful Booker Test Suite","Restful Booker tests","com.restfulbooker.RestfulBookerE2ETests","com.restfulbooker.RestfulBookerE2ETests","deleteBookingTest","deleteBookingTest","Example test for deleting a booking - Delete request"
"passed","Mon Jan 02 14:51:07 GMT 2023","Mon Jan 02 14:51:07 GMT 2023","389","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Jan 02 14:51:02 GMT 2023","Mon Jan 02 14:51:06 GMT 2023","3609","ReqRes Test Suite","Patch Request tests","in.reqres.TestPatchRequests","in.reqres.TestPatchRequests","patchRequestTests","patchRequestTests","Example Test for executing PATCH request using rest assured "
"passed","Mon Jan 02 14:51:11 GMT 2023","Mon Jan 02 14:51:11 GMT 2023","226","Hamcrest Assertions Example Test Suite","Number related assertion examples","assertionexamples.NumberRelatedAssertionTests","assertionexamples.NumberRelatedAssertionTests","testNumberAssertions","testNumberAssertions",""
"passed","Mon Jan 02 14:51:07 GMT 2023","Mon Jan 02 14:51:07 GMT 2023","385","ReqRes Test Suite","Post Request tests","in.reqres.TestPostRequests","in.reqres.TestPostRequests","testPostRequests","testPostRequests","Example Test for executing POST request using rest assured"
"passed","Mon Jan 02 14:51:02 GMT 2023","Mon Jan 02 14:51:06 GMT 2023","3567","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Jan 02 14:51:06 GMT 2023","Mon Jan 02 14:51:06 GMT 2023","470","ReqRes Test Suite","Put Request Tests","in.reqres.TestPutRequests","in.reqres.TestPutRequests","putRequestsTests","putRequestsTests","Example Test for executing PUT request using rest assured"
"passed","Mon Jan 02 14:51:09 GMT 2023","Mon Jan 02 14:51:10 GMT 2023","242","Restful Booker Test Suite","Restful Booker JSON Schema Validation tests","com.restfulbooker.JsonSchemaValidationTest","com.restfulbooker.JsonSchemaValidationTest","testUpdatePartialBookingJsonSchema","testUpdatePartialBookingJsonSchema","Example test for checking json schema after updating a booking partially - Patch request"
